PLATE_NO,ROLLING_DATE,SCALE,SPEC,STEEL_KIND,PT_THICK,PT_WIDTH,PT_LENGTH,PT_WEIGHT,FUR_NO,FUR_NO_ROW,FUR_HZ_TEMP,FUR_HZ_TIME,FUR_SZ_TEMP,FUR_SZ_TIME,FUR_TIME,FUR_EXTEMP,ROLLING_TEMP_T5,HSB,ROLLING_DESCALING,WORK_GR
PB563131,2021-08-03:02:38:31,불량,AB/A,C0,13.04,4229,38577,50100,3호기,2열,1202,71,1178,60,246,1171,907,적용,10,1조
PB563132,2021-08-03:02:45:41,불량,KR-A,C0,12.55,3495,40747,56120,1호기,1열,1203,78,1185,52,247,1174,890,적용,9,1조
PB563133,2021-08-03:02:52:51,양품,NV-A,C0,12.05,3361,43091,27400,1호기,2열,1184,76,1172,70,250,1158,906,적용,10,3조
PB563134,2021-08-03:03:00:01,양품,NV-A,C0,13.06,3211,43105,14190,2호기,1열,1182,72,1172,57,233,1157,877,적용,10,4조
PB563135,2021-08-03:03:07:11,불량,GL-A,C0,14.07,3444,37435,28480,2호기,2열,1168,48,1171,79,253,1162,935,미적용,10,1조
PB563136,2021-08-03:03:14:21,양품,LR-A,C0,14.07,3501,42955,33220,3호기,1열,1189,63,1175,60,238,1165,884,적용,10,4조
PB563137,2021-08-03:03:21:31,불량,NK-KA,C0,15.08,3449,36983,15100,3호기,2열,1197,72,1178,56,243,1171,940,미적용,10,4조
PB563138,2021-08-03:03:28:41,불량,NV-A,C0,15.08,3335,39894,15750,1호기,1열,1199,73,1183,55,248,1171,952,적용,10,1조
PB563139,2021-08-03:03:35:51,양품,LR-A,C0,15.08,3555,39469,49830,1호기,2열,1164,53,1167,75,248,1160,933,적용,10,4조
PB563140,2021-08-03:03:43:01,양품,NV-A,C0,16.09,3264,37621,15510,2호기,1열,1180,68,1175,59,242,1169,935,적용,10,3조
PB563141,2021-08-03:03:50:11,양품,NV-A,C0,15.38,3274,36025,14240,2호기,2열,1196,60,1172,60,252,1166,932,적용,10,2조
PB563142,2021-08-03:03:57:21,불량,NV-A,C0,15.38,3315,39677,15880,3호기,1열,1196,65,1181,51,240,1168,937,적용,10,2조
PB563143,2021-08-03:04:04:31,불량,AB/A,C0,15.58,3587,31410,41340,3호기,2열,1199,67,1181,56,247,1171,936,적용,10,4조
PB563144,2021-08-03:04:11:41,불량,NV-A,C0,16.59,3534,35568,16370,1호기,1열,1198,54,1179,57,249,1166,934,적용,10,3조
PB563145,2021-08-03:04:18:51,불량,NV-A,C0,16.6,3514,36098,16530,1호기,2열,1181,53,1176,64,241,1166,936,적용,10,1조
PB563146,2021-08-03:04:26:01,불량,NV-A,C0,18.11,3414,35170,17070,3호기,1열,1205,76,1185,45,237,1175,994,적용,10,2조
PB563147,2021-08-03:04:33:11,불량,LR-A,C0,18.11,3493,31898,47520,2호기,1열,1202,62,1184,49,247,1172,955,적용,10,2조
PB563148,2021-08-03:04:40:21,불량,NV-A,C0,18.11,3429,35263,17190,3호기,2열,1206,72,1184,52,243,1172,998,적용,10,2조
PB563149,2021-08-03:04:47:31,양품,NV-A,C0,20.14,3278,30873,32000,2호기,2열,1191,62,1174,58,243,1159,982,적용,8,4조
PB563150,2021-08-03:04:54:41,양품,LR-A,C0,21.94,3812,29914,39280,1호기,1열,1159,64,1155,53,256,1147,978,적용,8,4조
PB563151,2021-08-03:05:01:51,양품,NV-A,C0,21.64,3685,34777,43540,1호기,2열,1185,56,1173,56,240,1158,986,적용,8,3조
PB563152,2021-08-03:05:09:01,양품,AB/AH32,C3,23.16,3208,31445,36680,2호기,2열,1161,64,1166,51,241,1151,984,적용,8,4조
PB563153,2021-08-03:05:16:11,불량,LR-AH32,C0,18.11,3571,41030,62490,3호기,1열,1185,80,1171,48,238,1160,958,미적용,10,1조
PB563154,2021-08-03:05:23:21,불량,LR-AH32,C0,18.11,3571,41779,84840,3호기,2열,1198,81,1179,47,237,1171,960,적용,10,1조
PB563155,2021-08-03:05:30:31,양품,JS-SM490YB,C0,14.09,3284,51234,93050,2호기,1열,1187,69,1167,46,244,1153,908,적용,10,2조
PB563156,2021-08-03:05:37:41,양품,KR-AH32,C0,13.56,3345,53193,37880,1호기,1열,1181,54,1174,53,242,1161,914,적용,10,2조
PB563157,2021-08-03:05:44:51,양품,NV-A32,C0,12.05,3567,48723,65760,1호기,2열,1192,68,1173,55,244,1161,882,적용,10,4조
PB563158,2021-08-03:05:52:01,양품,LR-B,C0,12.05,3181,43336,39120,2호기,1열,1184,70,1161,51,241,1155,901,적용,10,4조
PB563159,2021-08-03:05:59:11,양품,JS-SM490A,C0,13.08,3025,53541,83150,2호기,2열,1167,80,1156,49,237,1148,919,적용,10,2조
PB563160,2021-08-03:06:06:21,양품,KS-SM490B,C0,14.06,2875,54267,86100,3호기,1열,1166,72,1163,60,240,1148,923,적용,10,3조
PB563161,2021-08-03:06:13:31,양품,JS-SM490YB,C0,18.1,3094,41786,91850,3호기,2열,1183,64,1173,64,245,1164,957,적용,10,2조
PB563162,2021-08-03:06:20:41,불량,JS-SM490YB,C0,18.1,3094,41786,91850,1호기,1열,1195,63,1173,52,243,1164,981,미적용,10,4조
PB563163,2021-08-03:06:27:51,양품,JS-SM490YB,C0,18.1,3094,41786,91850,1호기,2열,1192,73,1167,58,242,1157,977,적용,10,4조
PB563164,2021-08-03:06:35:01,양품,JS-SM490YB,C0,18.1,3094,41786,91850,2호기,1열,1183,79,1162,44,236,1150,936,적용,10,3조
PB563165,2021-08-03:06:42:11,불량,NV-A32,C0,18.11,3102,46259,20400,3호기,1열,1194,73,1170,61,248,1165,982,적용,9,2조
PB563166,2021-08-03:06:49:21,불량,NV-A32,C0,18.11,3053,48315,62910,3호기,2열,1193,63,1176,64,245,1165,973,적용,9,3조
PB563167,2021-08-03:06:56:31,불량,GL-A32,C0,17.1,3018,49195,19930,3호기,1열,1198,64,1172,57,238,1165,972,미적용,10,1조
PB563168,2021-08-03:07:03:41,양품,NV-A32,C0,18.62,3111,42179,38360,1호기,1열,1195,72,1165,49,240,1158,989,적용,10,4조
PB563169,2021-08-03:07:10:51,불량,NV-A32,C0,17.1,3133,50195,63330,3호기,2열,1204,71,1176,50,238,1161,972,적용,10,3조
PB563170,2021-08-03:07:18:01,양품,BV-B,C0,19.13,2956,43072,76480,1호기,2열,1177,63,1157,68,241,1152,957,적용,10,4조
PB563171,2021-08-03:07:25:11,양품,NV-D36-TM,T7,23.15,4075,22524,16680,2호기,2열,1200,64,1159,58,237,1151,905,적용,8,3조
PB563172,2021-08-03:07:32:21,양품,NK-KA32-TM,T0,22.15,2884,30690,61560,2호기,1열,1173,73,1153,58,242,1145,915,적용,8,1조
PB563173,2021-08-03:07:39:31,불량,GL-A32-TM,T0,13.06,3328,33383,22780,1호기,1열,1179,66,1153,57,241,1144,863,적용,9,3조
PB563174,2021-08-03:07:46:41,양품,GL-A32-TM,T0,15.08,3239,36930,28320,1호기,2열,1137,55,1136,68,245,1127,923,적용,10,3조
PB563175,2021-08-03:07:53:51,양품,GL-A32-TM,T0,15.08,2724,37058,23900,2호기,1열,1147,53,1133,66,243,1122,916,적용,10,1조
PB563176,2021-08-03:08:01:01,양품,LR-AH36-TM,T7,17.61,2795,37735,43740,2호기,2열,1187,62,1151,66,246,1138,904,적용,10,2조
PB563177,2021-08-03:08:08:11,불량,LR-EH32-TM,T1,13.06,2615,54458,58400,3호기,1열,1174,55,1165,75,247,1150,880,미적용,10,3조
PB563178,2021-08-03:08:15:21,양품,NV-E32-TM,T1,13.06,2475,54465,55280,3호기,2열,1169,56,1163,74,248,1150,889,적용,10,4조
PB563179,2021-08-03:08:22:31,양품,NV-E32-TM,T1,13.56,2475,54544,57480,1호기,1열,1129,54,1130,73,261,1116,892,적용,10,3조
PB563180,2021-08-03:08:29:41,양품,KS-HSB500,T5,25,1800,30205,32010,1호기,2열,1160,57,1143,73,261,1132,823,적용,8,4조
PB563181,2021-08-03:08:36:51,양품,KS-HSB500,T5,27,1915,26288,21340,2호기,1열,1140,51,1134,68,262,1120,827,적용,8,4조
PB563182,2021-08-03:08:44:01,양품,API-2W-50T,T3,25.23,2616,30128,62440,2호기,2열,1151,63,1138,69,250,1128,854,적용,8,4조
PB563183,2021-08-03:08:51:11,양품,API-2W-50T,T3,25.23,1990,39606,46830,3호기,1열,1180,67,1159,65,251,1145,843,적용,8,1조
PB563184,2021-08-03:08:58:21,양품,GL-A36-TM,T7,36.3,2490,21986,31200,3호기,2열,1189,53,1165,82,265,1160,882,적용,8,1조
PB563185,2021-08-03:09:05:31,양품,BV-EH32-TM,T1,35.29,3059,19553,16570,1호기,2열,1140,55,1128,84,258,1120,936,적용,8,1조
PB563186,2021-08-03:09:12:41,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,1호기,1열,1165,69,1138,77,263,1130,875,적용,8,4조
PB563187,2021-08-03:09:19:51,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,2호기,1열,1106,57,1126,87,261,1113,873,적용,8,4조
PB563188,2021-08-03:09:27:01,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,2호기,2열,1157,59,1133,81,247,1124,879,적용,8,4조
PB563189,2021-08-03:09:34:11,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,3호기,1열,1175,65,1148,88,264,1140,875,적용,8,1조
PB563190,2021-08-03:09:41:21,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,3호기,2열,1174,61,1148,91,268,1138,870,적용,8,2조
PB563191,2021-08-03:09:48:31,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,1호기,1열,1170,56,1137,83,263,1123,881,적용,8,2조
PB563192,2021-08-03:09:55:41,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,1호기,2열,1124,70,1116,80,265,1104,879,적용,8,4조
PB563193,2021-08-03:10:02:51,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,2호기,1열,1117,53,1123,90,266,1113,873,적용,8,2조
PB563194,2021-08-03:10:10:01,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,2호기,2열,1157,61,1124,88,256,1112,881,적용,8,4조
PB563195,2021-08-03:10:17:11,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,3호기,1열,1149,69,1138,95,269,1124,880,적용,8,3조
PB563196,2021-08-03:10:24:21,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,3호기,2열,1150,64,1140,95,271,1132,871,적용,8,3조
PB563197,2021-08-03:10:31:31,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,1호기,1열,1151,66,1129,89,271,1115,873,적용,8,2조
PB563198,2021-08-03:10:38:41,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,1호기,2열,1126,73,1118,89,270,1110,868,적용,8,4조
PB563199,2021-08-03:10:45:51,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,2호기,1열,1155,71,1127,87,265,1113,875,적용,8,1조
PB563200,2021-08-03:10:53:01,양품,BV-EH36-TM,T8,38.33,3098,13334,12430,2호기,2열,1151,61,1122,105,273,1109,880,적용,8,2조
PB563201,2021-08-03:11:00:11,양품,COMMON,T8,38.43,3129,16187,15280,3호기,1열,1132,63,1134,109,280,1121,876,적용,8,2조
PB563202,2021-08-03:11:07:21,불량,NV-A32-TM,T0,40.35,2772,25978,45620,3호기,2열,1164,77,1136,90,278,1124,897,적용,5,4조
PB563203,2021-08-03:11:14:31,양품,NV-A32-TM,T0,40.35,2772,25978,45620,3호기,1열,1171,67,1139,94,276,1124,897,적용,6,1조
PB563204,2021-08-03:11:21:41,양품,GL-A36-TM,T7,40.35,2481,22663,35620,1호기,2열,1124,63,1121,107,269,1116,815,적용,6,1조
PB563205,2021-08-03:11:28:51,양품,GL-A36-TM,T7,40.35,2481,22663,35620,2호기,1열,1162,85,1126,93,278,1119,802,적용,6,1조
PB563206,2021-08-03:11:36:01,양품,GL-A36-TM,T7,40.35,2481,22663,35620,3호기,2열,1169,87,1138,83,286,1123,805,적용,6,3조
PB563207,2021-08-03:11:43:11,양품,GL-A36-TM,T7,40.35,2481,22663,35620,1호기,2열,1138,65,1125,108,283,1111,817,적용,6,2조
PB563208,2021-08-03:11:50:21,양품,NV-D32-TM,T0,40.34,2132,26513,35800,3호기,1열,1173,92,1138,80,291,1128,895,적용,6,4조
PB563209,2021-08-03:11:57:31,양품,GL-A36-TM,T7,40.35,3081,23209,22650,3호기,2열,1162,74,1136,101,289,1125,813,적용,6,2조
PB563210,2021-08-03:12:04:41,양품,NK-KD36-TM,T7,40.35,2751,23376,61110,1호기,1열,1156,77,1128,126,304,1119,816,적용,6,2조
PB563211,2021-08-03:12:11:51,양품,NK-KD36-TM,T7,40.35,2641,23358,58620,2호기,2열,1166,69,1118,141,308,1103,818,적용,6,2조
PB563212,2021-08-03:12:19:01,불량,GL-D36-TM,T7,40.35,2517,25612,40840,2호기,1열,1149,73,1119,131,306,1110,818,미적용,6,1조
PB563213,2021-08-03:12:26:11,양품,GL-D36-TM,T7,40.35,2517,25612,40840,1호기,1열,1172,89,1135,113,299,1128,816,적용,6,1조
PB563214,2021-08-03:12:33:21,양품,GL-A36-TM,T7,40.35,3081,23209,67950,3호기,1열,1174,104,1134,85,307,1125,819,적용,6,2조
PB563215,2021-08-03:12:40:31,양품,GL-A36-TM,T7,40.35,3081,23209,67950,3호기,2열,1159,87,1131,106,304,1123,816,적용,6,1조
PB563216,2021-08-03:12:47:41,양품,GL-D36-TM,T7,40.35,2517,25612,40840,1호기,2열,1135,75,1120,130,320,1113,817,적용,6,4조
PB563217,2021-08-03:12:54:51,양품,GL-D36-TM,T7,40.35,2517,25612,40840,2호기,1열,1151,93,1121,127,327,1110,817,적용,6,2조
PB563218,2021-08-03:13:02:01,양품,GL-A36-TM,T7,40.35,2511,22669,36060,2호기,2열,1174,91,1118,135,339,1113,815,적용,6,4조
PB563219,2021-08-03:13:09:11,양품,NV-D36-TM,T7,44.39,2245,22766,17810,1호기,2열,1149,82,1126,123,320,1118,816,적용,6,3조
PB563220,2021-08-03:13:16:21,불량,GL-D36-TM,T7,40.35,2518,28599,22810,3호기,1열,1162,116,1124,98,320,1117,1033,미적용,6,1조
PB563221,2021-08-03:13:23:31,양품,GL-A32-TM,T0,40.35,3145,18691,37240,3호기,2열,1161,100,1120,136,341,1107,894,적용,6,1조
PB563222,2021-08-03:13:30:41,양품,GL-A36-TM,T7,40.35,2511,22669,36060,1호기,1열,1178,90,1127,138,333,1114,745,적용,6,3조
PB563223,2021-08-03:13:37:51,양품,PILAC-BT33,T5,40,2465,16911,26180,2호기,1열,1165,112,1122,135,351,1113,910,적용,6,2조
PB563224,2021-08-03:13:45:01,양품,PILAC-BT33,T5,40,1800,18878,21340,2호기,2열,1170,105,1117,135,344,1103,906,적용,6,1조
PB563225,2021-08-03:13:52:11,양품,PILAC-BT33,T5,50.45,1800,24871,35460,1호기,2열,1169,111,1129,122,334,1118,891,적용,6,1조
PB563226,2021-08-03:13:59:21,양품,GL-D36-TM,T7,40.35,2518,28599,22810,3호기,1열,1151,100,1128,128,339,1117,816,적용,6,2조
PB563227,2021-08-03:14:06:31,불량,NV-D36-TM,T7,40.35,2302,25536,18620,3호기,2열,1161,105,1125,122,340,1118,820,적용,5,1조
PB563228,2021-08-03:14:13:41,양품,PILAC-BT33,T5,50.06,2480,10948,10670,1호기,1열,1169,94,1127,160,362,1119,897,적용,6,3조
PB563229,2021-08-03:14:20:51,양품,PILAC-BT33,T5,50.06,2480,10948,10670,2호기,1열,1164,149,1123,98,352,1116,888,적용,6,1조
PB563230,2021-08-03:14:28:01,양품,PILAC-BT33,T5,60.58,2305,12224,26800,2호기,2열,1166,94,1121,156,355,1112,891,적용,6,2조
PB563231,2021-08-03:14:35:11,양품,BV-AH32-TM,T0,50.41,3065,12334,14960,1호기,1열,1174,129,1137,113,354,1128,880,적용,6,2조
PB563232,2021-08-03:14:42:21,양품,NV-D32-TM,T0,40.34,2043,28904,37400,3호기,1열,1135,106,1121,126,351,1114,887,적용,6,4조
PB563233,2021-08-03:14:49:31,양품,NV-D32-TM,T0,40.34,2043,28904,37400,3호기,2열,1158,106,1124,124,351,1115,891,적용,6,2조
PB563234,2021-08-03:14:56:41,양품,PILAC-BT33,T5,40.35,2531,21641,34700,1호기,2열,1148,97,1125,157,362,1118,908,적용,6,3조
PB563235,2021-08-03:15:03:51,양품,PILAC-BT33,T5,50.45,1800,22178,31620,2호기,1열,1158,156,1122,96,355,1114,901,적용,6,4조
PB563236,2021-08-03:15:11:01,양품,PILAC-BT33,T5,50,2610,13158,13480,2호기,2열,1164,120,1122,119,360,1110,901,적용,6,4조
PB563237,2021-08-03:15:18:11,양품,PILAC-BT33,T5,50,2610,13070,13390,1호기,1열,1152,158,1134,78,364,1122,900,적용,6,2조
PB563238,2021-08-03:15:25:21,양품,NV-A32-TM,T0,40.35,2772,25978,45620,3호기,1열,1120,109,1116,117,361,1105,894,적용,6,4조
PB563239,2021-08-03:15:32:31,양품,PILAC-BT33,T5,50.45,1800,25937,36980,3호기,2열,1151,112,1125,116,361,1113,894,적용,6,4조
PB563240,2021-08-03:15:39:41,양품,PILAC-BT33,T5,50.06,2370,14838,13820,1호기,2열,1153,134,1126,116,364,1118,897,적용,6,3조
PB563241,2021-08-03:15:46:51,양품,PILAC-BT33,T5,55.02,3055,13429,17720,2호기,1열,1150,133,1120,113,371,1107,892,적용,6,1조
PB563242,2021-08-03:15:54:01,불량,PILAC-BT33,T5,55.02,3055,13429,17720,2호기,2열,1151,136,1122,109,357,1116,892,미적용,6,3조
PB563243,2021-08-03:16:01:11,양품,PILAC-BT33,T5,55.02,3055,13429,17720,1호기,1열,1144,165,1131,52,355,1120,896,적용,6,1조
PB563244,2021-08-03:16:08:21,양품,BV-AH32-TM,T0,40.35,3080,18563,36220,3호기,1열,1109,126,1116,80,362,1107,899,적용,6,4조
PB563245,2021-08-03:16:15:31,양품,PILAC-BT33,T5,50,2610,17590,36040,3호기,2열,1141,140,1127,84,363,1117,896,적용,6,4조
PB563246,2021-08-03:16:22:41,양품,PILAC-BT33,T5,60.18,2480,13255,31060,1호기,2열,1137,125,1123,120,372,1110,893,적용,6,3조
PB563247,2021-08-03:16:29:51,양품,PILAC-BT33,T5,60.18,2480,13255,31060,2호기,1열,1142,156,1120,85,370,1107,894,적용,6,4조
PB563248,2021-08-03:16:37:01,양품,PILAC-BT33,T5,60.57,2065,12293,12070,2호기,2열,1143,155,1122,87,371,1109,901,적용,6,1조
PB563249,2021-08-03:16:44:11,양품,PILAC-BT33,T5,70.1,2280,15860,19900,1호기,1열,1140,163,1125,69,366,1113,869,적용,6,1조
PB563250,2021-08-03:16:51:21,양품,PILAC-BT33,T5,70.1,2150,15340,18150,3호기,1열,1108,138,1117,78,362,1102,876,적용,6,3조
PB563251,2021-08-03:16:58:31,양품,PILAC-BT33,T5,70.1,2150,13726,16240,1호기,2열,1135,140,1123,93,369,1110,870,적용,6,2조
PB563252,2021-08-03:17:05:41,양품,PILAC-BT33,T5,70.1,2150,13726,16240,2호기,1열,1137,141,1121,74,376,1111,876,적용,6,2조
PB563253,2021-08-03:17:12:51,양품,PILAC-BT33,T5,70.1,2280,15860,19900,3호기,2열,1138,148,1126,80,375,1119,877,적용,6,2조
PB563254,2021-08-03:17:20:01,양품,PILAC-BT33,T5,70.1,2280,15860,19900,1호기,1열,1134,117,1123,75,376,1116,881,적용,6,4조
PB563255,2021-08-03:17:27:11,양품,PILAC-BT33,T5,70.1,2280,15860,19900,1호기,2열,1142,161,1128,66,366,1116,869,적용,6,1조
PB563256,2021-08-03:17:34:21,양품,PILAC-BT33,T5,75.16,2280,15373,20680,2호기,1열,1139,120,1123,65,372,1114,876,적용,6,3조
PB563257,2021-08-03:17:41:31,양품,PILAC-BT33,T5,75.16,2280,15373,20680,3호기,1열,1117,131,1119,77,364,1114,876,적용,6,1조
PB563258,2021-08-03:17:48:41,양품,PILAC-BT33,T5,75.16,2280,15373,20680,3호기,2열,1141,130,1128,76,379,1123,876,적용,6,4조
PB563259,2021-08-03:17:55:51,양품,PILAC-BT33,T5,75.16,2280,15373,20680,1호기,1열,1138,122,1125,66,377,1113,877,적용,6,4조
PB563260,2021-08-03:18:03:01,양품,PILAC-BT33,T5,75.16,2280,15373,20680,1호기,2열,1135,146,1126,77,365,1121,878,적용,6,4조
PB563261,2021-08-03:18:10:11,양품,PILAC-BT33,T5,75.16,2280,15373,20680,2호기,1열,1131,117,1125,56,362,1112,878,적용,6,3조
PB563262,2021-08-03:18:17:21,양품,PILAC-BT33,T5,75.16,2280,15373,20680,3호기,1열,1119,121,1119,70,366,1109,878,적용,6,2조
PB563263,2021-08-03:18:24:31,양품,PILAC-BT33,T5,80.83,2895,9788,17980,2호기,2열,1139,132,1124,80,382,1109,877,적용,6,1조
PB563264,2021-08-03:18:31:41,양품,PILAC-BT33,T5,75.33,1840,10514,11440,3호기,2열,1139,129,1125,65,371,1111,877,적용,6,1조
PB563265,2021-08-03:18:38:51,양품,PILAC-BT33,T5,75.33,1840,10514,11440,2호기,2열,1140,139,1123,72,390,1115,876,적용,6,4조
PB563266,2021-08-03:18:46:01,불량,PILAC-BT33,T5,80.82,2085,13176,17430,1호기,2열,1138,131,1128,55,364,1122,876,미적용,6,3조
PB563267,2021-08-03:18:53:11,양품,PILAC-BT33,T5,80.82,2085,12919,17090,1호기,1열,1132,78,1122,71,376,1113,842,적용,6,4조
PB563268,2021-08-03:19:00:21,양품,PILAC-BT33,T5,80.82,2085,12919,17090,2호기,1열,1133,89,1122,59,378,1112,0,적용,6,2조
PB563269,2021-08-03:19:07:31,양품,PILAC-BT33,T5,80.82,2085,13176,17430,1호기,2열,1130,92,1124,61,362,1116,0,적용,6,3조
PB563270,2021-08-03:19:14:41,양품,NV-D32-TM,T0,40.35,2497,23592,37320,3호기,1열,1119,109,1117,76,383,1107,0,적용,6,3조
PB563271,2021-08-03:19:21:51,양품,GL-D36-TM,T7,40.35,3121,22962,22700,3호기,2열,1140,90,1119,124,342,1113,816,적용,6,2조
PB563272,2021-08-03:19:29:01,양품,BV-AH32-TM,T0,50.41,3065,13282,16110,1호기,1열,1133,70,1118,108,342,1111,889,적용,6,1조
PB563273,2021-08-03:19:36:11,양품,GL-A36-TM,T7,40.35,3229,15692,32100,2호기,1열,1135,100,1113,109,342,1108,815,적용,6,3조
PB563274,2021-08-03:19:43:21,불량,BV-AH36-TM,T7,40.35,3059,15821,30660,2호기,2열,1135,93,1119,134,342,1106,812,적용,5,4조
PB563275,2021-08-03:19:50:31,양품,NV-D36-TM,T7,40.35,2880,18679,17040,3호기,1열,1114,85,1117,135,342,1103,815,적용,6,3조
PB563276,2021-08-03:19:57:41,양품,NV-A36-TM,T7,40.35,2660,20165,16990,3호기,2열,1143,94,1122,110,342,1113,816,적용,6,3조
PB563277,2021-08-03:20:04:51,양품,NV-A36-TM,T7,40.35,2343,20157,29920,1호기,1열,1123,78,1118,112,342,1104,818,적용,6,3조
PB563278,2021-08-03:20:12:01,양품,GL-D36-TM,T7,40.35,2306,20714,30260,1호기,2열,1130,105,1120,115,342,1108,812,적용,6,3조
PB563279,2021-08-03:20:19:11,불량,A131-DH36TM,T7,70.7,3570,9175,18180,2호기,2열,1128,92,1121,145,342,1106,859,미적용,6,3조
PB563280,2021-08-03:20:26:21,양품,BV-EH36-TM,T8,73.71,2725,11041,17410,2호기,1열,1119,70,1118,130,342,1108,812,적용,6,4조
PB563281,2021-08-03:20:33:31,양품,BV-EH36-TM,T8,73.71,2725,11041,17410,3호기,1열,1124,84,1121,129,342,1107,819,적용,6,4조
PB563282,2021-08-03:20:40:41,양품,NV-D36-TM,T7,54.41,2725,11031,12840,3호기,2열,1139,82,1127,130,342,1113,814,적용,6,2조
PB563283,2021-08-03:20:47:51,양품,AB/EH36-TM,T8,76.91,2560,7893,12200,1호기,1열,1111,77,1118,144,360,1110,837,적용,6,1조
PB563284,2021-08-03:20:55:01,양품,AB/EH36-TM,T8,76.91,2560,7893,12200,1호기,2열,1113,71,1118,143,360,1110,842,적용,6,1조
PB563285,2021-08-03:21:02:11,양품,AB/EH36-TM,T8,76.91,2560,7893,12200,2호기,1열,1103,68,1122,143,360,1110,848,적용,6,1조
PB563286,2021-08-03:21:09:21,양품,BV-AH36-TL,T7,73.73,1840,10019,10670,2호기,2열,1144,102,1123,139,342,1109,814,적용,6,4조
PB563287,2021-08-03:21:16:31,양품,COMMON,T7,75.74,1840,16672,36480,3호기,1열,1124,77,1127,143,342,1119,811,적용,6,1조
PB563288,2021-08-03:21:23:41,불량,BV-AH36-TL,T7,75.74,1840,9753,10670,3호기,2열,1123,55,1135,155,342,1120,811,미적용,6,3조
PB563289,2021-08-03:21:30:51,양품,BV-AH36-TL,T7,75.74,1840,9753,10670,1호기,1열,1114,72,1131,155,342,1124,815,적용,6,2조
PB563290,2021-08-03:21:38:01,양품,NV-A,C0,15.08,3333,51475,20310,1호기,2열,1122,64,1123,167,342,1109,861,적용,10,2조
PB563291,2021-08-03:21:45:11,양품,NV-A,C0,16.09,3408,50690,43640,3호기,1열,1119,75,1133,163,342,1123,867,적용,10,1조
PB563292,2021-08-03:21:52:21,양품,LR-A,C0,13.06,3499,53300,57360,2호기,1열,1118,62,1129,174,342,1122,840,적용,10,1조
PB563293,2021-08-03:21:59:31,양품,NV-A,C0,13.06,3445,53682,18960,2호기,2열,1147,73,1129,164,342,1124,723,적용,10,3조
PB563294,2021-08-03:22:06:41,양품,NV-A,C0,13.06,3295,52130,17610,3호기,2열,1177,139,1139,107,342,1129,842,적용,10,4조
PB563295,2021-08-03:22:13:51,양품,LR-A,C0,13.36,3565,54883,20520,1호기,2열,1131,56,1136,178,342,1127,860,적용,10,3조
PB563296,2021-08-03:22:21:01,양품,LR-A,C0,13.06,3270,53930,18080,1호기,1열,1178,137,1144,114,342,1135,853,적용,10,1조
PB563297,2021-08-03:22:28:11,양품,LR-A,C0,13.06,3430,52438,36880,2호기,1열,1171,125,1133,123,342,1124,909,적용,10,3조
PB563298,2021-08-03:22:35:21,양품,LR-A,C0,13.06,3405,54170,56730,2호기,2열,1141,59,1130,194,342,1116,875,적용,10,1조
PB563299,2021-08-03:22:42:31,양품,NV-A,C0,13.36,3573,51718,38760,3호기,1열,1169,156,1134,110,342,1124,872,적용,10,2조
PB563300,2021-08-03:22:49:41,양품,BV-A,C0,13.36,3276,43542,44880,3호기,2열,1163,133,1135,131,360,1126,879,적용,10,2조
PB563301,2021-08-03:22:56:51,양품,LR-A,C0,13.06,3266,41901,14030,1호기,1열,1166,121,1136,138,360,1123,902,적용,10,4조
PB563302,2021-08-03:23:04:01,양품,KR-A,C0,12.55,3391,43403,14500,1호기,2열,1165,115,1139,142,360,1127,904,적용,10,1조
PB563303,2021-08-03:23:11:11,양품,NV-A,C0,12.05,3382,48388,15480,2호기,1열,1159,141,1136,112,342,1125,893,적용,10,1조
PB563304,2021-08-03:23:18:21,양품,NV-A,C0,12.05,3375,52090,33260,2호기,2열,1167,147,1137,118,342,1125,887,적용,10,1조
PB563305,2021-08-03:23:25:31,양품,NV-A,C0,12.56,3210,42686,13510,3호기,1열,1160,153,1138,112,342,1125,906,적용,10,4조
PB563306,2021-08-03:23:32:41,양품,AB/A,C0,12.56,3036,43729,39270,3호기,2열,1160,115,1139,146,342,1125,932,적용,10,1조
PB563307,2021-08-03:23:39:51,양품,LR-A,C0,12.56,3151,43324,13460,1호기,1열,1157,133,1140,130,342,1134,929,적용,10,3조
PB563308,2021-08-03:23:47:01,양품,LR-A,C0,12.55,3151,43359,13460,1호기,2열,1161,128,1144,130,342,1134,935,적용,10,2조
PB563309,2021-08-03:23:54:11,불량,NV-A,C0,12.05,3161,43778,26180,2호기,1열,1154,148,1143,111,342,1137,924,미적용,10,3조
